date,accident_type,plane_type,operator,fatalities,category,first_flight,phase,nature
22-AUG-1985,Result - Runway mishap,Boeing 737-236,British Airtours,55,A1,1981-02-26,Takeoff (TOF),Int'l Non Scheduled Passenger
15-JAN-1986,Result - Runway mishap,Boeing 737-2A8 Advanced,Indian Airlines,0,A2,1980-05-29,Approach (APR),Domestic Scheduled Passenger
04-FEB-1986,Result - Runway mishap,Boeing 747-282B,PIA,0,A2,1975-02-27,Landing (LDG),Domestic Scheduled Passenger
29-APR-1986,Result - Runway mishap,Boeing 727-2B6,RAM,0,A2,1970-11-24,Landing (LDG),International Scheduled Passenger
03-MAY-1986,Result - Runway mishap,Boeing 727-256 (Adv),Iberia,0,A2,1979-05-31,Landing (LDG),International Scheduled Passenger
13-OCT-1986,Result - Runway mishap,DC-9-41,SAS,0,A2,1974-10-11,Landing (LDG),Domestic Scheduled Passenger
17-OCT-1986,Result - Runway mishap,Douglas C-47B (DC-3),RAAF,0,A1,1945,Takeoff (TOF),Military
23-OCT-1986,Result - Runway mishap,HAL-748,Indian Airlines,0,A2,1972-02-25,Landing (LDG),Domestic Scheduled Passenger
13-NOV-1986,Result - Runway mishap,Lockheed L-1011 TriStar 1,Delta Air Lines,0,A2,1974,Landing (LDG),Domestic Scheduled Passenger
11-APR-1987,Result - Runway mishap,Boeing 707-330C,Transbrasil,0,A1,1966,Landing (LDG),Cargo
28-APR-1987,Result - Runway mishap,Hawker Siddeley HS-748,Thai Airways,0,A1,1971,Landing (LDG),Domestic Scheduled Passenger
08-MAY-1987,Result - Runway mishap,Douglas DC-6BF,Frigorifico Reyes,0,A1,1958,Landing (LDG),Cargo
13-MAY-1987,Result - Runway mishap,Kaiser-Frazer C-119L Flying Boxcar,Northern Pacific Transport,0,A1,,Landing (LDG),Cargo
??-MAY-1987,Result - Runway mishap,BAe-748,Tanzanian AF,0,A1,1977,Landing (LDG),Military
31-JUL-1987,Result - Runway mishap,Fokker 100,Fokker,0,A2,1986-11-30,Landing (LDG),Test
14-AUG-1987,Result - Runway mishap,Antonov An-28,Aeroflot / Komi,0,A1,1987,Landing (LDG),Unknown
20-AUG-1987,Result - Runway mishap,DC-9-31,Airborne Express,0,A2,1967-01-24,Taxi (TXI),Cargo
20-AUG-1987,Result - Runway mishap,DC-8-63F,Rosenbalm Aviation,0,A2,1969,Landing (LDG),Cargo
01-NOV-1987,Result - Runway mishap,Boeing 737-2A8,Indian Airlines,0,A2,1975-10-06,Landing (LDG),Domestic Scheduled Passenger
18-JAN-1988,Result - Runway mishap,Tupolev Tu-154B-1,Aeroflot / Turkmenistan,11,A1,1977,Landing (LDG),Domestic Scheduled Passenger
11-FEB-1988,Result - Runway mishap,Dassault Falcon 20D,Nevada Flyco,0,A1,1969,Landing (LDG),Executive
05-MAY-1988,Result - Runway mishap,Antonov An-26,Soviet AF,0,A1,,Landing (LDG),Military
19-JUN-1988,Result - Runway mishap,Boeing 737-2A8,Indian Airlines,0,A1,1970-12-11,Landing (LDG),Domestic Scheduled Passenger
11-OCT-1988,Result - Runway mishap,Tupolev Tu-134A,CSA,0,A1,1972,Landing (LDG),Unknown
26-OCT-1988,Result - Runway mishap,Learjet 31,Gates Learjet,0,A2,1987-09-04,Landing (LDG),Demonstration
31-OCT-1988,Result - Runway mishap,Antonov An-2TP,Aeroflot / Yakutsk,,A1,,Landing (LDG),Unknown
??-???-1988,Result - Runway mishap,Lockheed L-749A Constellation,Aerochago Airlines,,A1,1951,Landing (LDG),Cargo
04-JAN-1989,Result - Runway mishap,Hawker Siddeley HS-748,Bouraq Indonesia,0,A1,1967,Landing (LDG),Domestic Scheduled Passenger
05-MAR-1989,Result - Runway mishap,Fokker 100,KLM,0,A2,1989-01-10,Landing (LDG),International Scheduled Passenger
29-MAR-1989,Result - Runway mishap,Fokker F-28 Fellowship 4000,Garuda,0,A2,1980-06-13,Landing (LDG),Domestic Scheduled Passenger
03-JUL-1989,Result - Runway mishap,Lockheed C-130B Hercules,Colombian AF,0,A1,1959,Landing (LDG),Military
01-AUG-1989,Result - Runway mishap,Lockheed L-100-30 Hercules,Air Algérie,0,A1,1981,Landing (LDG),Unknown
07-SEP-1989,Result - Runway mishap,BAC One-Eleven 320AZ,Okada Air,0,A1,1968,Landing (LDG),Domestic Scheduled Passenger
22-NOV-1989,Result - Runway mishap,Douglas C-54A (DC-4),Air Chad,0,A1,1944,Landing (LDG),Unknown
05-DEC-1989,Result - Runway mishap,Airbus A320-211,Air Inter,0,A2,1989,Landing (LDG),Domestic Scheduled Passenger
18-JAN-1990,Result - Runway mishap,Beech A100 King Air,Epps Air Service,1,A1,1971,Landing (LDG),Ferry/positioning
18-JAN-1990,Result - Runway mishap,Boeing 727-225,Eastern Air Lines,0,A2,1973-11-28,Landing (LDG),Domestic Scheduled Passenger
18-FEB-1990,Result - Runway mishap,DC-9-32,Aviaco,0,A1,1967,Landing (LDG),Domestic Scheduled Passenger
14-JUL-1990,Result - Runway mishap,Boeing 707-349C,TAAT,0,A1,1965,Landing (LDG),Cargo
17-JUL-1990,Result - Runway mishap,DHC-5D Buffalo,Ecuador Air Force,0,A1,1976,Landing (LDG),Ferry/positioning
22-JUL-1990,Result - Runway mishap,Boeing 737-222,USAir,0,A1,1969-02-09,Takeoff (TOF),Domestic Scheduled Passenger
18-AUG-1990,Result - Runway mishap,Antonov An-28,Aeroflot / Tajikistan,0,A1,1987,Landing (LDG),Unknown
25-SEP-1990,Result - Runway mishap,Lockheed P-3C Orion,US Navy,0,A1,1984,Landing (LDG),Military
10-OCT-1990,Result - Runway mishap,Hawker Siddeley HS-748,Bouraq Indonesia,0,A2,1967,Landing (LDG),Domestic Scheduled Passenger
12-OCT-1990,Result - Runway mishap,Let L-410UVP,Aeroflot / Ukraine,0,A1,1982,Landing (LDG),Domestic Scheduled Passenger
08-NOV-1990,Result - Runway mishap,Swearingen SA227-AC Metro III,"Delta Connection, opb Comair",0,A1,1981,Landing (LDG),Test
16-NOV-1990,Result - Runway mishap,Boeing 727-2J0,Air Jamaica,0,A2,1975-10-31,Landing (LDG),International Scheduled Passenger
03-DEC-1990,Result - Runway mishap,Douglas DC-9-14,Northwest Airlines,8,A1,1966,Taxi (TXI),Domestic Scheduled Passenger
03-DEC-1990,Result - Runway mishap,Boeing 727-251,Northwest Airlines,0,A2,1975-11-07,Takeoff (TOF),Domestic Scheduled Passenger
11-JAN-1991,Result - Runway mishap,Beech 200 Super King Air,United Executive Jet,0,A1,1977,Landing (LDG),Ferry/positioning
01-FEB-1991,Result - Runway mishap,Boeing 737-3B7,USAir,22,A1,1985-08-23,Landing (LDG),Domestic Scheduled Passenger
01-FEB-1991,Result - Runway mishap,Swearingen SA227-AC Metro III,SkyWest Airlines,12,A1,1987,Takeoff (TOF),Domestic Scheduled Passenger
01-MAY-1991,Result - Runway mishap,IAI 1124A Westwind II,PGA Tour Inv.,0,A1,1982,Landing (LDG),Executive
13-JUN-1991,Result - Runway mishap,Boeing 727-281,Korean Air,0,A1,1970-12-29,Landing (LDG),Domestic Scheduled Passenger
25-JUL-1991,Result - Runway mishap,Fokker F-27 Friendship 400M,Air Algérie,0,A1,1973,Landing (LDG),Domestic Scheduled Passenger
13-SEP-1991,Result - Runway mishap,HAL/Dornier 228-101,United Breweries,0,A1,1988,Landing (LDG),Passenger
18-SEP-1991,Result - Runway mishap,Dassault Falcon 20,Euro-Flite,0,A2,1970,Landing (LDG),Int'l Non Scheduled Passenger
27-SEP-1991,Result - Runway mishap,Let L-410UVP,Aeroflot / Yakutsk,0,A1,1985,Takeoff (TOF),Domestic Scheduled Passenger
23-OCT-1991,Result - Runway mishap,Antonov An-28,Aeroflot / East Siberia,0,A1,1990,Landing (LDG),Passenger
17-NOV-1991,Result - Runway mishap,Boeing 737-2K6,SAHSA,0,A1,1974-09-26,Landing (LDG),International Scheduled Passenger
16-JAN-1992,Result - Runway mishap,Boeing 767-38E,Asiana Airlines,0,A2,1990-09-21,Landing (LDG),Domestic Scheduled Passenger
18-JAN-1992,Result - Runway mishap,DC-9-31,USAir,0,A1,1969,Landing (LDG),Domestic Scheduled Passenger
27-FEB-1992,Result - Runway mishap,Antonov An-26SM,German AF,0,A1,1985,Landing (LDG),Military
06-MAR-1992,Result - Runway mishap,NAMC YS-11A-205,Airborne Express,0,A1,1969,Landing (LDG),Training
12-MAR-1992,Result - Runway mishap,BAe 3101 Jetstream 31,"USAir Express, opb CCAir",2,A1,1985,Approach (APR),Training
21-MAR-1992,Result - Runway mishap,Cessna 550 Citation II,private,0,A2,,Landing (LDG),Private
26-MAR-1992,Result - Runway mishap,Douglas DC-9-15,Intercontinental de Aviación,0,A1,1966,Landing (LDG),Domestic Scheduled Passenger
30-MAR-1992,Result - Runway mishap,DC-9-32,Aviaco,0,A1,1972,Landing (LDG),Domestic Scheduled Passenger
31-MAR-1992,Result - Runway mishap,Kawasaki P-3C-II.5 Orion,Japanese Navy,0,A1,1987,Landing (LDG),Military
29-APR-1992,Result - Runway mishap,Boeing 707-351C,GAS Air Nigeria,0,A1,1964,Landing (LDG),Test
18-SEP-1992,Result - Runway mishap,Swearingen SA227-AC Metro III,Fairchild,0,A1,1981,Landing (LDG),Test
21-SEP-1992,Result - Runway mishap,IAI 1124 Westwind,Air Sweden,0,A1,1976,Takeoff (TOF),Executive
07-OCT-1992,Result - Runway mishap,DHC-6 Twin Otter 300,Merpati Nusantara,0,A2,1976-02-26,Landing (LDG),Domestic Scheduled Passenger
27-OCT-1992,Result - Runway mishap,Boeing 767-323ER,American Airlines,0,A2,1988-09-29,Landing (LDG),International Scheduled Passenger
01-NOV-1992,Result - Runway mishap,Boeing 747-228F,Cargolux,0,A2,1974-09-11,Landing (LDG),Cargo
21-NOV-1992,Result - Runway mishap,Antonov An-24B,Yugavia,0,A1,1969,Landing (LDG),Scheduled Passenger
26-NOV-1992,Result - Runway mishap,Boeing 707-365C,Aerobrasil,0,A1,1967-02-19,Takeoff (TOF),Cargo
21-DEC-1992,Result - Runway mishap,DC-10-30CF,Martinair Holland,56,A1,1975,Landing (LDG),Int'l Non Scheduled Passenger
31-JAN-1993,Result - Runway mishap,Boeing 707-387B,LADE,0,A1,1966,Landing (LDG),International Scheduled Passenger
06-APR-1993,Result - Runway mishap,BN-2A-26 Islander,Great Barrier Airlines,0,A2,1973,Landing (LDG),Domestic Scheduled Passenger
18-APR-1993,Result - Runway mishap,DC-9-41,Japan Air System,0,A1,1978,Landing (LDG),Domestic Scheduled Passenger
27-APR-1993,Result - Runway mishap,DC-9-82 (MD-82),Continental Air Lines,0,A2,1986,Landing (LDG),Domestic Scheduled Passenger
04-MAY-1993,Result - Runway mishap,ATR 42-300,"American Eagle, opb Simmons Airlines",0,A2,,Landing (LDG),Domestic Scheduled Passenger
06-MAY-1993,Result - Runway mishap,SE-210 Caravelle 10B3,SERCA Colombia,0,A1,1964,Landing (LDG),Ferry/positioning
21-JUN-1993,Result - Runway mishap,DC-9-32,Garuda,0,A1,1979,Landing (LDG),Domestic Scheduled Passenger
27-JUL-1993,Result - Runway mishap,Convair CV-240,Renoun Aviation,0,A2,1953,Landing (LDG),Training
02-AUG-1993,Result - Runway mishap,Boeing 757-222,United Airlines,0,A2,,Landing (LDG),Domestic Scheduled Passenger
06-SEP-1993,Result - Runway mishap,Cessna 208 Caravan I,Andaman and Nicobar Adm.,1,A1,1992,Landing (LDG),Passenger
19-OCT-1993,Result - Runway mishap,Swearingen SA226-TC Metro II,Swiftair,0,A1,1980,Landing (LDG),Cargo
12-DEC-1993,Result - Runway mishap,Fokker F-27 Friendship 600RF,Air Tanzania,0,A1,1977,Landing (LDG),Training
14-DEC-1993,Result - Runway mishap,GAF Nomad N.24A,Skywest Aviation,0,A2,1976-12-18,Landing (LDG),Unknown
25-DEC-1993,Result - Runway mishap,Tupolev Tu-154B-2,"Aeroflot, op.for Vnukovo Airlines",0,A1,1978,Landing (LDG),Domestic Scheduled Passenger
31-DEC-1993,Result - Runway mishap,Boeing 767-35DER,LOT,0,A2,1990-07-31,Landing (LDG),International Scheduled Passenger
08-JAN-1994,Result - Runway mishap,Beech A100 King Air,Travair,0,A1,,Landing (LDG),Domestic Non Scheduled Passenger
21-JAN-1994,Result - Runway mishap,Lockheed L-188A Electra,Trans Service Airlift,0,A1,1960-03-04,Landing (LDG),Unknown
28-JAN-1994,Result - Runway mishap,Fokker 100,KLM,0,A2,1989-05-10,Landing (LDG),International Scheduled Passenger
11-MAR-1994,Result - Runway mishap,Swearingen SA226-AT Merlin IV,Aéro-Service,0,A1,1974,Landing (LDG),Domestic Non Scheduled Passenger
21-MAR-1994,Result - Runway mishap,DC-9-32,Aviaco,0,A1,1975,Landing (LDG),Domestic Scheduled Passenger
11-MAY-1994,Result - Runway mishap,Beech B200C Super King Air,New South Wales Department of Health,0,A2,1985,Landing (LDG),Ambulance
12-MAY-1994,Result - Runway mishap,Antonov An-28,Koryak Air,0,A1,1989,Landing (LDG),Scheduled Passenger
08-JUL-1994,Result - Runway mishap,Boeing 737-4U3,Garuda,0,A2,1993-09-17,Landing (LDG),Domestic Scheduled Passenger
13-JUL-1994,Result - Runway mishap,Learjet 35,Mid-Atlantic Jet Charter,0,A2,,Takeoff (TOF),Domestic Non Scheduled Passenger
17-JUL-1994,Result - Runway mishap,Antonov An-24B,Bykovo Avia,0,A1,1968,Takeoff (TOF),International Scheduled Passenger
19-AUG-1994,Result - Runway mishap,MD-11C,Alitalia,0,A2,1992,Landing (LDG),International Scheduled Passenger
20-AUG-1994,Result - Runway mishap,Beech 99,Alpine Aviation,0,A2,,Taxi (TXI),Cargo
08-SEP-1994,Result - Runway mishap,BAe-125-700A,Navellier Management,0,A2,1982,Takeoff (TOF),Executive
28-SEP-1994,Result - Runway mishap,Embraer EMB-110P1 Bandeirante,"Air New Zealand Link, opb Eagle Airways",0,A2,1980,Landing (LDG),Domestic Scheduled Passenger
04-NOV-1994,Result - Runway mishap,MD-11F,FedEx,0,A2,1993,Landing (LDG),Cargo
18-NOV-1994,Result - Runway mishap,Tupolev Tu-134A-3,Malev,0,O1,1971,Landing (LDG),Training
21-NOV-1994,Result - Runway mishap,Dassault Falcon 10,Top Air,0,A1,1978,Landing (LDG),Test
22-NOV-1994,Result - Runway mishap,DC-9-82 (MD-82),TWA,0,A2,1988,Takeoff (TOF),Domestic Scheduled Passenger
25-NOV-1994,Result - Runway mishap,Boeing 757-24APF,UPS,0,A2,1988,Landing (LDG),Cargo
05-DEC-1994,Result - Runway mishap,Dornier Do 28D-2 Skyservant,Unknown,0,A1,,Landing (LDG),Ferry/positioning
03-MAR-1995,Result - Runway mishap,IAI 1124A Westwind II,Kennecott Corp,0,A2,1981,Landing (LDG),Executive
23-MAR-1995,Result - Runway mishap,Douglas DC-3C,Aviation Boreal,0,A1,1944,Takeoff (TOF),Ferry/positioning
07-APR-1995,Result - Runway mishap,Hawker Siddeley HS-125-400,Jetcraft Corp.,0,A1,1971,Landing (LDG),Executive
12-APR-1995,Result - Runway mishap,Beech 200 Super King Air,Islands Nationair,0,A1,1977,Landing (LDG),Domestic Scheduled Passenger
13-APR-1995,Result - Runway mishap,Boeing 737-4Y0,MarkAir,0,A2,1989,Landing (LDG),Domestic Scheduled Passenger
17-APR-1995,Result - Runway mishap,Douglas C-54G (DC-4),Brooks Air Fuel,0,A1,1945,Landing (LDG),Cargo
27-APR-1995,Result - Runway mishap,DC-9-83 (MD-83),Airtours Int.,0,A2,1990,Landing (LDG),Int'l Non Scheduled Passenger
09-MAY-1995,Result - Runway mishap,Antonov An-12B,Pulkovo,0,A2,1972,Landing (LDG),Unknown
11-MAY-1995,Result - Runway mishap,Lockheed L-100-30 Hercules,Pelita Air Service,0,A2,1979,Landing (LDG),Cargo
05-JUN-1995,Result - Runway mishap,Lockheed L-100-30 Hercules,Southern Air Transport,0,A2,1972,Landing (LDG),Cargo
15-JUN-1995,Result - Runway mishap,Dornier 228-201,Formosa Airlines,0,A1,1987,Landing (LDG),Domestic Scheduled Passenger
01-SEP-1995,Result - Runway mishap,BN-2A-8 Islander,Unknown,0,A2,1977-05-23,Landing (LDG),Domestic Non Scheduled Passenger
05-SEP-1995,Result - Runway mishap,Dassault Falcon 20F,Aerocontractors,0,A2,1972,Landing (LDG),Executive
12-OCT-1995,Result - Runway mishap,Grumman American G-1159 Gulfstream,The Air Group,0,A2,1975,Landing (LDG),Executive
06-DEC-1995,Result - Runway mishap,Fokker F-27 Friendship 100,Laoag,0,A1,1961,Landing (LDG),Unknown
15-DEC-1995,Result - Runway mishap,Swearingen SA226-AT Merlin IV,Air Transport Inc.,0,A1,1977,Landing (LDG),Ferry/positioning
21-DEC-1995,Result - Runway mishap,Antonov An-24RV,Kuban Airlines,0,A1,1972,Landing (LDG),Unknown
27-DEC-1995,Result - Runway mishap,Antonov An-2TP,Sakha Avia,0,A1,1966,Landing (LDG),Unknown
06-JAN-1996,Result - Runway mishap,Antonov An-32B,Imperial Air,0,A1,,Landing (LDG),Scheduled Passenger
02-APR-1996,Result - Runway mishap,Boeing 737-3Y0,Philippine Air Lines,0,A2,1989-07-21,Takeoff (TOF),Domestic Scheduled Passenger
03-MAY-1996,Result - Runway mishap,Swearingen SA227-AC Metro III,Penair,0,A1,1985,Landing (LDG),Domestic Scheduled Passenger
06-JUL-1996,Result - Runway mishap,MD-88,Delta Air Lines,2,A2,1988,Takeoff (TOF),Domestic Scheduled Passenger
30-JUL-1996,Result - Runway mishap,Canadair CL-215,"State Forestry Corps (Italy), op.for SISAM",1,A1,1985,Maneuvering (MNV),Fire fighting
07-AUG-1996,Result - Runway mishap,BN-2A-8 Islander,Unknown,0,A2,1977-05-23,Landing (LDG),Domestic Scheduled Passenger
17-AUG-1996,Result - Runway mishap,DHC-8-103,National Jet Systems,0,A2,1990,Landing (LDG),Test
25-AUG-1996,Result - Runway mishap,Lockheed L-1011 TriStar 100,TWA,0,A2,1975,Landing (LDG),Domestic Scheduled Passenger
28-AUG-1996,Result - Runway mishap,BAe-748,Bouraq Indonesia,0,A2,1983-04-08,Landing (LDG),Domestic Scheduled Passenger
06-NOV-1996,Result - Runway mishap,Antonov An-24RV,Sakha Avia,0,A1,1976,Landing (LDG),Domestic Scheduled Passenger
16-NOV-1996,Result - Runway mishap,NAMC YS-11-109,Air Philippines,0,A1,1967,Landing (LDG),Domestic Scheduled Passenger
19-NOV-1996,Result - Runway mishap,Beech 1900C-1,"United Express, opb Great Lakes Airlines",12,A1,1989,Landing (LDG),Domestic Scheduled Passenger
28-NOV-1996,Result - Runway mishap,Beech A100 King Air,Soriano Aviation,0,A1,1969,Landing (LDG),Unknown
02-DEC-1996,Result - Runway mishap,Let L-410UVP,Kostroma Air Enterprise,0,A1,1984,Landing (LDG),Unknown
03-JAN-1997,Result - Runway mishap,Shorts 330-100,Titan Airways,0,A1,1978,Landing (LDG),Cargo
06-FEB-1997,Result - Runway mishap,Airbus A300B4-605R,American Airlines,0,A2,,Landing (LDG),International Scheduled Passenger
14-FEB-1997,Result - Runway mishap,Boeing 737-2C3,Varig,1,A1,1975-01-10,Landing (LDG),Domestic Scheduled Passenger
25-MAR-1997,Result - Runway mishap,Gulfstream American G-1159 Gulfstre,PAB Aviation,0,A1,1978,Landing (LDG),Executive
06-MAY-1997,Result - Runway mishap,Fokker F-27 Friendship 500,Channel Express,0,A2,1974,Landing (LDG),Cargo
22-MAY-1997,Result - Runway mishap,Boeing 767-33AER,Alitalia,0,A2,1996-04-16,Landing (LDG),International Scheduled Passenger
31-MAY-1997,Result - Runway mishap,DHC-6 Twin Otter 300,Royal Nepal Airlines,0,A2,1979-11-29,Landing (LDG),Domestic Scheduled Passenger
13-JUN-1997,Result - Runway mishap,Swearingen SA226-TC Metro II,North American Airlines,0,A1,1979,Landing (LDG),Cargo
21-JUN-1997,Result - Runway mishap,MD-11,Garuda,0,A2,1992,Landing (LDG),International Scheduled Passenger
30-JUN-1997,Result - Runway mishap,Dassault Falcon 10,International Aviation,0,A1,1975,Landing (LDG),Executive
31-JUL-1997,Result - Runway mishap,MD-11F,FedEx,0,A1,1993,Landing (LDG),Cargo
01-SEP-1997,Result - Runway mishap,MD-82,Alaska Airlines,0,A2,1982-03-11,Landing (LDG),Domestic Scheduled Passenger
02-SEP-1997,Result - Runway mishap,Learjet 31,North American Plastics,0,A1,,Landing (LDG),Unknown
02-SEP-1997,Result - Runway mishap,Boeing EC-135C,USAF,0,A1,1964-11-04,Landing (LDG),Military
06-SEP-1997,Result - Runway mishap,Boeing 767-375ER,Canadian Airlines,0,A2,1989-04-11,Takeoff (TOF),International Scheduled Passenger
14-SEP-1997,Result - Runway mishap,DHC-8-301,Intercontinental de Aviación,0,A1,1990-02-11,Landing (LDG),Domestic Scheduled Passenger
13-OCT-1997,Result - Runway mishap,BAe-748,Bouraq Indonesia,0,A1,1980-05-26,Landing (LDG),Domestic Scheduled Passenger
15-OCT-1997,Result - Runway mishap,DC-9-32,Aeroméxico,0,A1,1974,Landing (LDG),Scheduled Passenger
25-NOV-1997,Result - Runway mishap,Cessna 208B Super Cargomaster,Air Georgian,0,A2,1988,Landing (LDG),Cargo
25-NOV-1997,Result - Runway mishap,Shorts 360-100,Corporate Air,0,A1,1983-08-03,Landing (LDG),Cargo
04-DEC-1997,Result - Runway mishap,Beech 99,Bearskin Airlines,0,A1,1974,Landing (LDG),Domestic Scheduled Passenger
07-DEC-1997,Result - Runway mishap,Beech A100 King Air,Voyageur Airways,0,A1,1972,Landing (LDG),Ambulance
20-JAN-1998,Result - Runway mishap,BAe 3112 Jetstream 31,Alberta Citylink,0,A1,1988,Landing (LDG),Domestic Scheduled Passenger
04-MAR-1998,Result - Runway mishap,Learjet 23,Sierra West Airlines,0,A1,1965,Landing (LDG),Training
30-MAY-1998,Result - Runway mishap,Convair CV-240-17,Trans Florida Airlines,0,A1,1950,Landing (LDG),Training
26-JUN-1998,Result - Runway mishap,Lockheed L-100-30 Hercules,Lynden Air Cargo,0,A2,1976,Landing (LDG),Cargo
27-JUL-1998,Result - Runway mishap,Consolidated PBY-5A Catalina,Plane Sailing,2,A1,1944,Landing (LDG),Domestic Non Scheduled Passenger
14-AUG-1998,Result - Runway mishap,Boeing 737-490,Alaska Airlines,0,A2,1998,Landing (LDG),Domestic Scheduled Passenger
29-AUG-1998,Result - Runway mishap,Airbus A340-211,Sabena,0,A2,1993,Landing (LDG),International Scheduled Passenger
31-AUG-1998,Result - Runway mishap,Boeing 727-228F,DHL Airways,0,A1,1969-01-15,Landing (LDG),Cargo
11-SEP-1998,Result - Runway mishap,Beech 1900C,Alaska Central Express,0,A2,,Landing (LDG),Cargo
28-DEC-1998,Result - Runway mishap,Embraer EMB-145ER (ERJ-145ER),Rio Sul,0,A1,1997,Landing (LDG),Domestic Scheduled Passenger
??-???-1998,Result - Runway mishap,Ilyushin Il-86,Aeroflot,0,A1,1986,Landing (LDG),Unknown
28-JAN-1999,Result - Runway mishap,DC-9-82 (MD-82),Alitalia,0,A1,1988,Landing (LDG),Domestic Scheduled Passenger
19-FEB-1999,Result - Runway mishap,Beech 1900D,Avanti Air,0,A2,1992,Landing (LDG),Ferry/positioning
01-MAR-1999,Result - Runway mishap,Lockheed L-188AF Electra,"Renown Aviation, op.for Channel Express",0,A1,1959,Landing (LDG),Cargo
17-MAY-1999,Result - Runway mishap,Beech 99A,Bemidji Airlines,0,A2,1970,Landing (LDG),Test
??-JUN-1999,Result - Runway mishap,Tupolev Tu-154M,Unknown,0,A2,1993,Landing (LDG),Unknown
15-JUL-1999,Result - Runway mishap,Airbus A300B4-605R,American Airlines,0,A2,,Landing (LDG),International Scheduled Passenger
